event_id,t0_idx,target_idx,event_datetime,year,season,t0_datetime,target_datetime
200500700,25,28,2/19/2020 7:00,2020,DJF,2/19/2020 11:10,2/19/2020 11:40
200500700,26,29,2/19/2020 7:00,2020,DJF,2/19/2020 11:20,2/19/2020 11:50
200500700,27,30,2/19/2020 7:00,2020,DJF,2/19/2020 11:30,2/19/2020 12:00
200500700,28,31,2/19/2020 7:00,2020,DJF,2/19/2020 11:40,2/19/2020 12:10
200500700,29,32,2/19/2020 7:00,2020,DJF,2/19/2020 11:50,2/19/2020 12:20
200500700,30,33,2/19/2020 7:00,2020,DJF,2/19/2020 12:00,2/19/2020 12:30
200500700,31,34,2/19/2020 7:00,2020,DJF,2/19/2020 12:10,2/19/2020 12:40
200500700,32,35,2/19/2020 7:00,2020,DJF,2/19/2020 12:20,2/19/2020 12:50
200500700,33,36,2/19/2020 7:00,2020,DJF,2/19/2020 12:30,2/19/2020 13:00
200500700,34,37,2/19/2020 7:00,2020,DJF,2/19/2020 12:40,2/19/2020 13:10
200500700,35,38,2/19/2020 7:00,2020,DJF,2/19/2020 12:50,2/19/2020 13:20
200610100,2,5,3/1/2020 1:00,2020,MAM,3/1/2020 1:20,3/1/2020 1:50
200610100,3,6,3/1/2020 1:00,2020,MAM,3/1/2020 1:30,3/1/2020 2:00
200610100,4,7,3/1/2020 1:00,2020,MAM,3/1/2020 1:40,3/1/2020 2:10
200610100,5,8,3/1/2020 1:00,2020,MAM,3/1/2020 1:50,3/1/2020 2:20
200610100,6,9,3/1/2020 1:00,2020,MAM,3/1/2020 2:00,3/1/2020 2:30
200610100,7,10,3/1/2020 1:00,2020,MAM,3/1/2020 2:10,3/1/2020 2:40
200610100,8,11,3/1/2020 1:00,2020,MAM,3/1/2020 2:20,3/1/2020 2:50
200610100,9,12,3/1/2020 1:00,2020,MAM,3/1/2020 2:30,3/1/2020 3:00
200610100,10,13,3/1/2020 1:00,2020,MAM,3/1/2020 2:40,3/1/2020 3:10
200610100,11,14,3/1/2020 1:00,2020,MAM,3/1/2020 2:50,3/1/2020 3:20
200610100,12,15,3/1/2020 1:00,2020,MAM,3/1/2020 3:00,3/1/2020 3:30
200610100,13,16,3/1/2020 1:00,2020,MAM,3/1/2020 3:10,3/1/2020 3:40
200610100,14,17,3/1/2020 1:00,2020,MAM,3/1/2020 3:20,3/1/2020 3:50
200610100,15,18,3/1/2020 1:00,2020,MAM,3/1/2020 3:30,3/1/2020 4:00
200610100,16,19,3/1/2020 1:00,2020,MAM,3/1/2020 3:40,3/1/2020 4:10
200610100,17,20,3/1/2020 1:00,2020,MAM,3/1/2020 3:50,3/1/2020 4:20
200610100,18,21,3/1/2020 1:00,2020,MAM,3/1/2020 4:00,3/1/2020 4:30
200610100,19,22,3/1/2020 1:00,2020,MAM,3/1/2020 4:10,3/1/2020 4:40
200610100,20,23,3/1/2020 1:00,2020,MAM,3/1/2020 4:20,3/1/2020 4:50
200610100,21,24,3/1/2020 1:00,2020,MAM,3/1/2020 4:30,3/1/2020 5:00
200610100,22,25,3/1/2020 1:00,2020,MAM,3/1/2020 4:40,3/1/2020 5:10
200610100,23,26,3/1/2020 1:00,2020,MAM,3/1/2020 4:50,3/1/2020 5:20
200610100,24,27,3/1/2020 1:00,2020,MAM,3/1/2020 5:00,3/1/2020 5:30
200610100,25,28,3/1/2020 1:00,2020,MAM,3/1/2020 5:10,3/1/2020 5:40
200610100,26,29,3/1/2020 1:00,2020,MAM,3/1/2020 5:20,3/1/2020 5:50
200610100,27,30,3/1/2020 1:00,2020,MAM,3/1/2020 5:30,3/1/2020 6:00
200610100,28,31,3/1/2020 1:00,2020,MAM,3/1/2020 5:40,3/1/2020 6:10
200610100,29,32,3/1/2020 1:00,2020,MAM,3/1/2020 5:50,3/1/2020 6:20
200610100,30,33,3/1/2020 1:00,2020,MAM,3/1/2020 6:00,3/1/2020 6:30
200610100,31,34,3/1/2020 1:00,2020,MAM,3/1/2020 6:10,3/1/2020 6:40
200610100,32,35,3/1/2020 1:00,2020,MAM,3/1/2020 6:20,3/1/2020 6:50
200610100,33,36,3/1/2020 1:00,2020,MAM,3/1/2020 6:30,3/1/2020 7:00
200610100,34,37,3/1/2020 1:00,2020,MAM,3/1/2020 6:40,3/1/2020 7:10
200610100,35,38,3/1/2020 1:00,2020,MAM,3/1/2020 6:50,3/1/2020 7:20
200621300,2,5,3/2/2020 13:00,2020,MAM,3/2/2020 13:20,3/2/2020 13:50
200621300,3,6,3/2/2020 13:00,2020,MAM,3/2/2020 13:30,3/2/2020 14:00
200621300,4,7,3/2/2020 13:00,2020,MAM,3/2/2020 13:40,3/2/2020 14:10
200621300,5,8,3/2/2020 13:00,2020,MAM,3/2/2020 13:50,3/2/2020 14:20
200621300,6,9,3/2/2020 13:00,2020,MAM,3/2/2020 14:00,3/2/2020 14:30
200621300,7,10,3/2/2020 13:00,2020,MAM,3/2/2020 14:10,3/2/2020 14:40
200621300,8,11,3/2/2020 13:00,2020,MAM,3/2/2020 14:20,3/2/2020 14:50
200621300,9,12,3/2/2020 13:00,2020,MAM,3/2/2020 14:30,3/2/2020 15:00
200621300,10,13,3/2/2020 13:00,2020,MAM,3/2/2020 14:40,3/2/2020 15:10
200621300,11,14,3/2/2020 13:00,2020,MAM,3/2/2020 14:50,3/2/2020 15:20
200621300,12,15,3/2/2020 13:00,2020,MAM,3/2/2020 15:00,3/2/2020 15:30
200621300,13,16,3/2/2020 13:00,2020,MAM,3/2/2020 15:10,3/2/2020 15:40
200621300,14,17,3/2/2020 13:00,2020,MAM,3/2/2020 15:20,3/2/2020 15:50
200621300,15,18,3/2/2020 13:00,2020,MAM,3/2/2020 15:30,3/2/2020 16:00
200621300,16,19,3/2/2020 13:00,2020,MAM,3/2/2020 15:40,3/2/2020 16:10
200621300,17,20,3/2/2020 13:00,2020,MAM,3/2/2020 15:50,3/2/2020 16:20
200621300,18,21,3/2/2020 13:00,2020,MAM,3/2/2020 16:00,3/2/2020 16:30
200621300,19,22,3/2/2020 13:00,2020,MAM,3/2/2020 16:10,3/2/2020 16:40
200621300,20,23,3/2/2020 13:00,2020,MAM,3/2/2020 16:20,3/2/2020 16:50
200621300,21,24,3/2/2020 13:00,2020,MAM,3/2/2020 16:30,3/2/2020 17:00
200621300,22,25,3/2/2020 13:00,2020,MAM,3/2/2020 16:40,3/2/2020 17:10
200621300,23,26,3/2/2020 13:00,2020,MAM,3/2/2020 16:50,3/2/2020 17:20
200621300,24,27,3/2/2020 13:00,2020,MAM,3/2/2020 17:00,3/2/2020 17:30
200621300,25,28,3/2/2020 13:00,2020,MAM,3/2/2020 17:10,3/2/2020 17:40
200621300,26,29,3/2/2020 13:00,2020,MAM,3/2/2020 17:20,3/2/2020 17:50
200621300,27,30,3/2/2020 13:00,2020,MAM,3/2/2020 17:30,3/2/2020 18:00
200621300,28,31,3/2/2020 13:00,2020,MAM,3/2/2020 17:40,3/2/2020 18:10
200621300,29,32,3/2/2020 13:00,2020,MAM,3/2/2020 17:50,3/2/2020 18:20
200621300,30,33,3/2/2020 13:00,2020,MAM,3/2/2020 18:00,3/2/2020 18:30
200621300,31,34,3/2/2020 13:00,2020,MAM,3/2/2020 18:10,3/2/2020 18:40
200621300,32,35,3/2/2020 13:00,2020,MAM,3/2/2020 18:20,3/2/2020 18:50
200621300,33,36,3/2/2020 13:00,2020,MAM,3/2/2020 18:30,3/2/2020 19:00
200621300,34,37,3/2/2020 13:00,2020,MAM,3/2/2020 18:40,3/2/2020 19:10
200621300,35,38,3/2/2020 13:00,2020,MAM,3/2/2020 18:50,3/2/2020 19:20
200651600,2,5,3/5/2020 16:00,2020,MAM,3/5/2020 16:20,3/5/2020 16:50
200651600,3,6,3/5/2020 16:00,2020,MAM,3/5/2020 16:30,3/5/2020 17:00
200651600,4,7,3/5/2020 16:00,2020,MAM,3/5/2020 16:40,3/5/2020 17:10
200651600,5,8,3/5/2020 16:00,2020,MAM,3/5/2020 16:50,3/5/2020 17:20
200651600,6,9,3/5/2020 16:00,2020,MAM,3/5/2020 17:00,3/5/2020 17:30
200651600,7,10,3/5/2020 16:00,2020,MAM,3/5/2020 17:10,3/5/2020 17:40
200651600,8,11,3/5/2020 16:00,2020,MAM,3/5/2020 17:20,3/5/2020 17:50
200651600,9,12,3/5/2020 16:00,2020,MAM,3/5/2020 17:30,3/5/2020 18:00
200651600,10,13,3/5/2020 16:00,2020,MAM,3/5/2020 17:40,3/5/2020 18:10
200651600,11,14,3/5/2020 16:00,2020,MAM,3/5/2020 17:50,3/5/2020 18:20
200651600,12,15,3/5/2020 16:00,2020,MAM,3/5/2020 18:00,3/5/2020 18:30
200651600,13,16,3/5/2020 16:00,2020,MAM,3/5/2020 18:10,3/5/2020 18:40
200651600,14,17,3/5/2020 16:00,2020,MAM,3/5/2020 18:20,3/5/2020 18:50
200651600,15,18,3/5/2020 16:00,2020,MAM,3/5/2020 18:30,3/5/2020 19:00
200651600,16,19,3/5/2020 16:00,2020,MAM,3/5/2020 18:40,3/5/2020 19:10
200651600,17,20,3/5/2020 16:00,2020,MAM,3/5/2020 18:50,3/5/2020 19:20
200651600,18,21,3/5/2020 16:00,2020,MAM,3/5/2020 19:00,3/5/2020 19:30
200651600,19,22,3/5/2020 16:00,2020,MAM,3/5/2020 19:10,3/5/2020 19:40
200651600,20,23,3/5/2020 16:00,2020,MAM,3/5/2020 19:20,3/5/2020 19:50
200651600,21,24,3/5/2020 16:00,2020,MAM,3/5/2020 19:30,3/5/2020 20:00
200651600,22,25,3/5/2020 16:00,2020,MAM,3/5/2020 19:40,3/5/2020 20:10
200651600,23,26,3/5/2020 16:00,2020,MAM,3/5/2020 19:50,3/5/2020 20:20
200651600,24,27,3/5/2020 16:00,2020,MAM,3/5/2020 20:00,3/5/2020 20:30
200651600,25,28,3/5/2020 16:00,2020,MAM,3/5/2020 20:10,3/5/2020 20:40
200651600,26,29,3/5/2020 16:00,2020,MAM,3/5/2020 20:20,3/5/2020 20:50
200651600,27,30,3/5/2020 16:00,2020,MAM,3/5/2020 20:30,3/5/2020 21:00
200651600,28,31,3/5/2020 16:00,2020,MAM,3/5/2020 20:40,3/5/2020 21:10
200651600,29,32,3/5/2020 16:00,2020,MAM,3/5/2020 20:50,3/5/2020 21:20
200651600,30,33,3/5/2020 16:00,2020,MAM,3/5/2020 21:00,3/5/2020 21:30
200651600,31,34,3/5/2020 16:00,2020,MAM,3/5/2020 21:10,3/5/2020 21:40
200651600,32,35,3/5/2020 16:00,2020,MAM,3/5/2020 21:20,3/5/2020 21:50
200651600,33,36,3/5/2020 16:00,2020,MAM,3/5/2020 21:30,3/5/2020 22:00
200651600,34,37,3/5/2020 16:00,2020,MAM,3/5/2020 21:40,3/5/2020 22:10
200651600,35,38,3/5/2020 16:00,2020,MAM,3/5/2020 21:50,3/5/2020 22:20
201182200,2,5,4/27/2020 22:00,2020,MAM,4/27/2020 22:20,4/27/2020 22:50
201182200,3,6,4/27/2020 22:00,2020,MAM,4/27/2020 22:30,4/27/2020 23:00
201182200,4,7,4/27/2020 22:00,2020,MAM,4/27/2020 22:40,4/27/2020 23:10
201182200,5,8,4/27/2020 22:00,2020,MAM,4/27/2020 22:50,4/27/2020 23:20
201182200,6,9,4/27/2020 22:00,2020,MAM,4/27/2020 23:00,4/27/2020 23:30
201182200,7,10,4/27/2020 22:00,2020,MAM,4/27/2020 23:10,4/27/2020 23:40
201182200,8,11,4/27/2020 22:00,2020,MAM,4/27/2020 23:20,4/27/2020 23:50
201182200,9,12,4/27/2020 22:00,2020,MAM,4/27/2020 23:30,4/28/2020 0:00
201182200,10,13,4/27/2020 22:00,2020,MAM,4/27/2020 23:40,4/28/2020 0:10
201182200,11,14,4/27/2020 22:00,2020,MAM,4/27/2020 23:50,4/28/2020 0:20
201182200,12,15,4/27/2020 22:00,2020,MAM,4/28/2020 0:00,4/28/2020 0:30
201182200,13,16,4/27/2020 22:00,2020,MAM,4/28/2020 0:10,4/28/2020 0:40
201182200,14,17,4/27/2020 22:00,2020,MAM,4/28/2020 0:20,4/28/2020 0:50
201182200,15,18,4/27/2020 22:00,2020,MAM,4/28/2020 0:30,4/28/2020 1:00
201182200,16,19,4/27/2020 22:00,2020,MAM,4/28/2020 0:40,4/28/2020 1:10
201182200,17,20,4/27/2020 22:00,2020,MAM,4/28/2020 0:50,4/28/2020 1:20
201182200,18,21,4/27/2020 22:00,2020,MAM,4/28/2020 1:00,4/28/2020 1:30
201182200,19,22,4/27/2020 22:00,2020,MAM,4/28/2020 1:10,4/28/2020 1:40
201182200,20,23,4/27/2020 22:00,2020,MAM,4/28/2020 1:20,4/28/2020 1:50
201182200,21,24,4/27/2020 22:00,2020,MAM,4/28/2020 1:30,4/28/2020 2:00
201182200,22,25,4/27/2020 22:00,2020,MAM,4/28/2020 1:40,4/28/2020 2:10
201182200,23,26,4/27/2020 22:00,2020,MAM,4/28/2020 1:50,4/28/2020 2:20
201182200,24,27,4/27/2020 22:00,2020,MAM,4/28/2020 2:00,4/28/2020 2:30
201182200,25,28,4/27/2020 22:00,2020,MAM,4/28/2020 2:10,4/28/2020 2:40
201182200,26,29,4/27/2020 22:00,2020,MAM,4/28/2020 2:20,4/28/2020 2:50
201182200,27,30,4/27/2020 22:00,2020,MAM,4/28/2020 2:30,4/28/2020 3:00
201182200,28,31,4/27/2020 22:00,2020,MAM,4/28/2020 2:40,4/28/2020 3:10
201182200,29,32,4/27/2020 22:00,2020,MAM,4/28/2020 2:50,4/28/2020 3:20
201182200,30,33,4/27/2020 22:00,2020,MAM,4/28/2020 3:00,4/28/2020 3:30
201182200,31,34,4/27/2020 22:00,2020,MAM,4/28/2020 3:10,4/28/2020 3:40
201182200,32,35,4/27/2020 22:00,2020,MAM,4/28/2020 3:20,4/28/2020 3:50
201182200,33,36,4/27/2020 22:00,2020,MAM,4/28/2020 3:30,4/28/2020 4:00
201182200,34,37,4/27/2020 22:00,2020,MAM,4/28/2020 3:40,4/28/2020 4:10
201182200,35,38,4/27/2020 22:00,2020,MAM,4/28/2020 3:50,4/28/2020 4:20
201191600,2,5,4/28/2020 16:00,2020,MAM,4/28/2020 16:20,4/28/2020 16:50
201191600,3,6,4/28/2020 16:00,2020,MAM,4/28/2020 16:30,4/28/2020 17:00
201191600,4,7,4/28/2020 16:00,2020,MAM,4/28/2020 16:40,4/28/2020 17:10
201191600,5,8,4/28/2020 16:00,2020,MAM,4/28/2020 16:50,4/28/2020 17:20
201191600,6,9,4/28/2020 16:00,2020,MAM,4/28/2020 17:00,4/28/2020 17:30
201191600,7,10,4/28/2020 16:00,2020,MAM,4/28/2020 17:10,4/28/2020 17:40
201191600,8,11,4/28/2020 16:00,2020,MAM,4/28/2020 17:20,4/28/2020 17:50
201191600,9,12,4/28/2020 16:00,2020,MAM,4/28/2020 17:30,4/28/2020 18:00
201191600,10,13,4/28/2020 16:00,2020,MAM,4/28/2020 17:40,4/28/2020 18:10
201191600,11,14,4/28/2020 16:00,2020,MAM,4/28/2020 17:50,4/28/2020 18:20
201191600,12,15,4/28/2020 16:00,2020,MAM,4/28/2020 18:00,4/28/2020 18:30
201191600,13,16,4/28/2020 16:00,2020,MAM,4/28/2020 18:10,4/28/2020 18:40
201191600,14,17,4/28/2020 16:00,2020,MAM,4/28/2020 18:20,4/28/2020 18:50
201191600,15,18,4/28/2020 16:00,2020,MAM,4/28/2020 18:30,4/28/2020 19:00
201191600,16,19,4/28/2020 16:00,2020,MAM,4/28/2020 18:40,4/28/2020 19:10
201191600,17,20,4/28/2020 16:00,2020,MAM,4/28/2020 18:50,4/28/2020 19:20
201191600,18,21,4/28/2020 16:00,2020,MAM,4/28/2020 19:00,4/28/2020 19:30
201191600,19,22,4/28/2020 16:00,2020,MAM,4/28/2020 19:10,4/28/2020 19:40
201191600,20,23,4/28/2020 16:00,2020,MAM,4/28/2020 19:20,4/28/2020 19:50
201191600,21,24,4/28/2020 16:00,2020,MAM,4/28/2020 19:30,4/28/2020 20:00
201191600,22,25,4/28/2020 16:00,2020,MAM,4/28/2020 19:40,4/28/2020 20:10
201191600,23,26,4/28/2020 16:00,2020,MAM,4/28/2020 19:50,4/28/2020 20:20
201191600,24,27,4/28/2020 16:00,2020,MAM,4/28/2020 20:00,4/28/2020 20:30
201191600,25,28,4/28/2020 16:00,2020,MAM,4/28/2020 20:10,4/28/2020 20:40
201191600,26,29,4/28/2020 16:00,2020,MAM,4/28/2020 20:20,4/28/2020 20:50
201191600,27,30,4/28/2020 16:00,2020,MAM,4/28/2020 20:30,4/28/2020 21:00
201191600,28,31,4/28/2020 16:00,2020,MAM,4/28/2020 20:40,4/28/2020 21:10
201191600,29,32,4/28/2020 16:00,2020,MAM,4/28/2020 20:50,4/28/2020 21:20
201191600,30,33,4/28/2020 16:00,2020,MAM,4/28/2020 21:00,4/28/2020 21:30
201191600,31,34,4/28/2020 16:00,2020,MAM,4/28/2020 21:10,4/28/2020 21:40
201191600,32,35,4/28/2020 16:00,2020,MAM,4/28/2020 21:20,4/28/2020 21:50
201191600,33,36,4/28/2020 16:00,2020,MAM,4/28/2020 21:30,4/28/2020 22:00
201191600,34,37,4/28/2020 16:00,2020,MAM,4/28/2020 21:40,4/28/2020 22:10
201191600,35,38,4/28/2020 16:00,2020,MAM,4/28/2020 21:50,4/28/2020 22:20
201211900,2,5,4/30/2020 19:00,2020,MAM,4/30/2020 19:20,4/30/2020 19:50
201211900,3,6,4/30/2020 19:00,2020,MAM,4/30/2020 19:30,4/30/2020 20:00
201211900,4,7,4/30/2020 19:00,2020,MAM,4/30/2020 19:40,4/30/2020 20:10
201211900,5,8,4/30/2020 19:00,2020,MAM,4/30/2020 19:50,4/30/2020 20:20
201211900,6,9,4/30/2020 19:00,2020,MAM,4/30/2020 20:00,4/30/2020 20:30
201211900,7,10,4/30/2020 19:00,2020,MAM,4/30/2020 20:10,4/30/2020 20:40
201211900,8,11,4/30/2020 19:00,2020,MAM,4/30/2020 20:20,4/30/2020 20:50
201211900,9,12,4/30/2020 19:00,2020,MAM,4/30/2020 20:30,4/30/2020 21:00
201211900,10,13,4/30/2020 19:00,2020,MAM,4/30/2020 20:40,4/30/2020 21:10
201211900,11,14,4/30/2020 19:00,2020,MAM,4/30/2020 20:50,4/30/2020 21:20
201211900,12,15,4/30/2020 19:00,2020,MAM,4/30/2020 21:00,4/30/2020 21:30
201211900,13,16,4/30/2020 19:00,2020,MAM,4/30/2020 21:10,4/30/2020 21:40
201211900,14,17,4/30/2020 19:00,2020,MAM,4/30/2020 21:20,4/30/2020 21:50
201211900,15,18,4/30/2020 19:00,2020,MAM,4/30/2020 21:30,4/30/2020 22:00
201211900,16,19,4/30/2020 19:00,2020,MAM,4/30/2020 21:40,4/30/2020 22:10
201211900,17,20,4/30/2020 19:00,2020,MAM,4/30/2020 21:50,4/30/2020 22:20
201211900,18,21,4/30/2020 19:00,2020,MAM,4/30/2020 22:00,4/30/2020 22:30
201211900,19,22,4/30/2020 19:00,2020,MAM,4/30/2020 22:10,4/30/2020 22:40
201211900,20,23,4/30/2020 19:00,2020,MAM,4/30/2020 22:20,4/30/2020 22:50
201211900,21,24,4/30/2020 19:00,2020,MAM,4/30/2020 22:30,4/30/2020 23:00
201211900,22,25,4/30/2020 19:00,2020,MAM,4/30/2020 22:40,4/30/2020 23:10
201211900,23,26,4/30/2020 19:00,2020,MAM,4/30/2020 22:50,4/30/2020 23:20
201211900,24,27,4/30/2020 19:00,2020,MAM,4/30/2020 23:00,4/30/2020 23:30
201211900,25,28,4/30/2020 19:00,2020,MAM,4/30/2020 23:10,4/30/2020 23:40
201211900,26,29,4/30/2020 19:00,2020,MAM,4/30/2020 23:20,4/30/2020 23:50
201211900,27,30,4/30/2020 19:00,2020,MAM,4/30/2020 23:30,5/1/2020 0:00
201211900,28,31,4/30/2020 19:00,2020,MAM,4/30/2020 23:40,5/1/2020 0:10
201211900,29,32,4/30/2020 19:00,2020,MAM,4/30/2020 23:50,5/1/2020 0:20
201211900,30,33,4/30/2020 19:00,2020,MAM,5/1/2020 0:00,5/1/2020 0:30
201211900,31,34,4/30/2020 19:00,2020,MAM,5/1/2020 0:10,5/1/2020 0:40
201211900,32,35,4/30/2020 19:00,2020,MAM,5/1/2020 0:20,5/1/2020 0:50
201211900,33,36,4/30/2020 19:00,2020,MAM,5/1/2020 0:30,5/1/2020 1:00
201211900,34,37,4/30/2020 19:00,2020,MAM,5/1/2020 0:40,5/1/2020 1:10
201211900,35,38,4/30/2020 19:00,2020,MAM,5/1/2020 0:50,5/1/2020 1:20
201221300,2,5,5/1/2020 13:00,2020,MAM,5/1/2020 13:20,5/1/2020 13:50
201221300,3,6,5/1/2020 13:00,2020,MAM,5/1/2020 13:30,5/1/2020 14:00
201221300,4,7,5/1/2020 13:00,2020,MAM,5/1/2020 13:40,5/1/2020 14:10
201221300,5,8,5/1/2020 13:00,2020,MAM,5/1/2020 13:50,5/1/2020 14:20
201221300,6,9,5/1/2020 13:00,2020,MAM,5/1/2020 14:00,5/1/2020 14:30
201221300,7,10,5/1/2020 13:00,2020,MAM,5/1/2020 14:10,5/1/2020 14:40
201221300,8,11,5/1/2020 13:00,2020,MAM,5/1/2020 14:20,5/1/2020 14:50
201221300,9,12,5/1/2020 13:00,2020,MAM,5/1/2020 14:30,5/1/2020 15:00
201221300,10,13,5/1/2020 13:00,2020,MAM,5/1/2020 14:40,5/1/2020 15:10
201221300,11,14,5/1/2020 13:00,2020,MAM,5/1/2020 14:50,5/1/2020 15:20
201221300,12,15,5/1/2020 13:00,2020,MAM,5/1/2020 15:00,5/1/2020 15:30
201221300,13,16,5/1/2020 13:00,2020,MAM,5/1/2020 15:10,5/1/2020 15:40
201221300,14,17,5/1/2020 13:00,2020,MAM,5/1/2020 15:20,5/1/2020 15:50
201221300,15,18,5/1/2020 13:00,2020,MAM,5/1/2020 15:30,5/1/2020 16:00
201221300,16,19,5/1/2020 13:00,2020,MAM,5/1/2020 15:40,5/1/2020 16:10
201221300,17,20,5/1/2020 13:00,2020,MAM,5/1/2020 15:50,5/1/2020 16:20
201221300,18,21,5/1/2020 13:00,2020,MAM,5/1/2020 16:00,5/1/2020 16:30
201221300,19,22,5/1/2020 13:00,2020,MAM,5/1/2020 16:10,5/1/2020 16:40
201221300,20,23,5/1/2020 13:00,2020,MAM,5/1/2020 16:20,5/1/2020 16:50
201221300,21,24,5/1/2020 13:00,2020,MAM,5/1/2020 16:30,5/1/2020 17:00
201221300,22,25,5/1/2020 13:00,2020,MAM,5/1/2020 16:40,5/1/2020 17:10
201221300,23,26,5/1/2020 13:00,2020,MAM,5/1/2020 16:50,5/1/2020 17:20
201221300,24,27,5/1/2020 13:00,2020,MAM,5/1/2020 17:00,5/1/2020 17:30
201221300,25,28,5/1/2020 13:00,2020,MAM,5/1/2020 17:10,5/1/2020 17:40
201221300,26,29,5/1/2020 13:00,2020,MAM,5/1/2020 17:20,5/1/2020 17:50
201221300,27,30,5/1/2020 13:00,2020,MAM,5/1/2020 17:30,5/1/2020 18:00
201221300,28,31,5/1/2020 13:00,2020,MAM,5/1/2020 17:40,5/1/2020 18:10
201221300,29,32,5/1/2020 13:00,2020,MAM,5/1/2020 17:50,5/1/2020 18:20
201221300,30,33,5/1/2020 13:00,2020,MAM,5/1/2020 18:00,5/1/2020 18:30
201221300,31,34,5/1/2020 13:00,2020,MAM,5/1/2020 18:10,5/1/2020 18:40
201221300,32,35,5/1/2020 13:00,2020,MAM,5/1/2020 18:20,5/1/2020 18:50
201221300,33,36,5/1/2020 13:00,2020,MAM,5/1/2020 18:30,5/1/2020 19:00
201221300,34,37,5/1/2020 13:00,2020,MAM,5/1/2020 18:40,5/1/2020 19:10
201221300,35,38,5/1/2020 13:00,2020,MAM,5/1/2020 18:50,5/1/2020 19:20
201261000,2,5,5/5/2020 10:00,2020,MAM,5/5/2020 10:20,5/5/2020 10:50
201261000,3,6,5/5/2020 10:00,2020,MAM,5/5/2020 10:30,5/5/2020 11:00
201261000,4,7,5/5/2020 10:00,2020,MAM,5/5/2020 10:40,5/5/2020 11:10
201261000,5,8,5/5/2020 10:00,2020,MAM,5/5/2020 10:50,5/5/2020 11:20
201261000,6,9,5/5/2020 10:00,2020,MAM,5/5/2020 11:00,5/5/2020 11:30
201261000,7,10,5/5/2020 10:00,2020,MAM,5/5/2020 11:10,5/5/2020 11:40
201261000,8,11,5/5/2020 10:00,2020,MAM,5/5/2020 11:20,5/5/2020 11:50
201261000,9,12,5/5/2020 10:00,2020,MAM,5/5/2020 11:30,5/5/2020 12:00
201261000,10,13,5/5/2020 10:00,2020,MAM,5/5/2020 11:40,5/5/2020 12:10
201261000,11,14,5/5/2020 10:00,2020,MAM,5/5/2020 11:50,5/5/2020 12:20
201261000,12,15,5/5/2020 10:00,2020,MAM,5/5/2020 12:00,5/5/2020 12:30
201261000,13,16,5/5/2020 10:00,2020,MAM,5/5/2020 12:10,5/5/2020 12:40
201261000,14,17,5/5/2020 10:00,2020,MAM,5/5/2020 12:20,5/5/2020 12:50
201261000,15,18,5/5/2020 10:00,2020,MAM,5/5/2020 12:30,5/5/2020 13:00
201261000,16,19,5/5/2020 10:00,2020,MAM,5/5/2020 12:40,5/5/2020 13:10
201261000,17,20,5/5/2020 10:00,2020,MAM,5/5/2020 12:50,5/5/2020 13:20
201261000,18,21,5/5/2020 10:00,2020,MAM,5/5/2020 13:00,5/5/2020 13:30
201261000,19,22,5/5/2020 10:00,2020,MAM,5/5/2020 13:10,5/5/2020 13:40
